timestamp,player_id,player_name,jersey_number,team_id,half,x,y,speed,heart_rate,event
0.0,A1,Buffon,1,Team_OpenSource,1,6.68,35.08,0,124,
0.0,A2,Cafu,2,Team_OpenSource,1,26.82,9.17,0,128,
0.0,A3,Maldini,3,Team_OpenSource,1,20.28,23.02,0,140,
0.0,A4,Nesta,4,Team_OpenSource,1,18.49,41.69,0,125,
0.0,A5,Carlos,5,Team_OpenSource,1,23.08,58.57,0,126,
0.0,A6,Xavi,6,Team_OpenSource,1,44.44,35.92,0,126,
0.0,A7,Iniesta,8,Team_OpenSource,1,46.98,49.71,0,133,
0.0,A8,Pirlo,21,Team_OpenSource,1,46.67,16.9,0,128,
0.0,A9,Messi,10,Team_OpenSource,1,68.91,13.32,0,133,
0.0,A10,Ronaldo,9,Team_OpenSource,1,75.82,32.18,0,122,
0.0,A11,Ronaldinho,11,Team_OpenSource,1,68.0,53.01,0,130,
0.0,B1,Casillas,1,Team_Proprietary,1,101.68,35.08,0,127,
0.0,B2,Zanetti,2,Team_Proprietary,1,81.82,9.17,0,128,
0.0,B3,Ferdinand,5,Team_Proprietary,1,83.08,25.57,0,122,
0.0,B4,Vidic,15,Team_Proprietary,1,86.3,41.48,0,122,
0.0,B5,Cole,3,Team_Proprietary,1,80.28,56.02,0,133,
0.0,B6,Gerrard,8,Team_Proprietary,1,61.98,24.71,0,125,
0.0,B7,Lampard,4,Team_Proprietary,1,58.49,41.69,0,131,
0.0,B8,Beckham,7,Team_Proprietary,1,61.31,11.51,0,139,
0.0,B9,Giggs,11,Team_Proprietary,1,58.0,58.01,0,125,
0.0,B10,Henry,14,Team_Proprietary,1,36.98,28.27,0,121,
0.0,B11,Rooney,10,Team_Proprietary,1,33.91,38.32,0,127,
0.0,ball,Ball,,BALL,1,52.5,44.0,0,,
0.5,A1,Buffon,1,Team_OpenSource,1,6.99,34.34,0,120,
0.5,A2,Cafu,2,Team_OpenSource,1,26.2,8.53,0,130,
0.5,A3,Maldini,3,Team_OpenSource,1,19.3,23.07,0,131,
0.5,A4,Nesta,4,Team_OpenSource,1,18.04,42.39,0,133,
0.5,A5,Carlos,5,Team_OpenSource,1,23.59,59.27,0,130,
0.5,A6,Xavi,6,Team_OpenSource,1,45.43,35.99,0,123,
0.5,A7,Iniesta,8,Team_OpenSource,1,46.6,48.96,0,133,
0.5,A8,Pirlo,21,Team_OpenSource,1,45.94,16.34,0,120,
0.5,A9,Messi,10,Team_OpenSource,1,68.24,13.88,0,120,
0.5,A10,Ronaldo,9,Team_OpenSource,1,74.85,32.0,0,131,
0.5,A11,Ronaldinho,11,Team_OpenSource,1,68.25,53.79,0,137,
0.5,B1,Casillas,1,Team_Proprietary,1,101.99,34.34,0,124,
0.5,B2,Zanetti,2,Team_Proprietary,1,81.2,8.53,0,136,
0.5,B3,Ferdinand,5,Team_Proprietary,1,83.59,26.27,0,134,
0.5,B4,Vidic,15,Team_Proprietary,1,85.41,41.09,0,134,
0.5,B5,Cole,3,Team_Proprietary,1,79.3,56.07,0,133,
0.5,B6,Gerrard,8,Team_Proprietary,1,61.6,23.96,0,121,
0.5,B7,Lampard,4,Team_Proprietary,1,58.04,42.39,0,134,
0.5,B8,Beckham,7,Team_Proprietary,1,61.88,10.88,0,124,
0.5,B9,Giggs,11,Team_Proprietary,1,58.25,58.79,0,135,
0.5,B10,Henry,14,Team_Proprietary,1,36.87,27.48,0,135,
0.5,B11,Rooney,10,Team_Proprietary,1,33.24,38.88,0,129,
0.5,ball,Ball,,BALL,1,57.29,43.39,0,,
1.0,A1,Buffon,1,Team_OpenSource,1,6.82,33.55,0,127,
1.0,A2,Cafu,2,Team_OpenSource,1,25.28,8.12,0,139,
1.0,A3,Maldini,3,Team_OpenSource,1,18.49,23.42,0,127,
1.0,A4,Nesta,4,Team_OpenSource,1,18.08,43.17,0,140,
1.0,A5,Carlos,5,Team_OpenSource,1,24.44,59.77,0,134,
1.0,A6,Xavi,6,Team_OpenSource,1,46.31,35.74,0,126,
1.0,A7,Iniesta,8,Team_OpenSource,1,45.82,48.38,0,128,
1.0,A8,Pirlo,21,Team_OpenSource,1,44.98,16.04,0,137,
1.0,A9,Messi,10,Team_OpenSource,1,68.0,14.61,0,125,
1.0,A10,Ronaldo,9,Team_OpenSource,1,73.91,32.14,0,128,
1.0,A11,Ronaldinho,11,Team_OpenSource,1,68.93,54.44,0,136,
1.0,B1,Casillas,1,Team_Proprietary,1,101.82,33.55,0,136,
1.0,B2,Zanetti,2,Team_Proprietary,1,80.28,8.12,0,130,
1.0,B3,Ferdinand,5,Team_Proprietary,1,84.44,26.77,0,138,
1.0,B4,Vidic,15,Team_Proprietary,1,84.42,41.01,0,127,
1.0,B5,Cole,3,Team_Proprietary,1,78.49,56.42,0,120,
1.0,B6,Gerrard,8,Team_Proprietary,1,60.82,23.38,0,137,
1.0,B7,Lampard,4,Team_Proprietary,1,58.08,43.17,0,138,
1.0,B8,Beckham,7,Team_Proprietary,1,61.98,10.11,0,122,
1.0,B9,Giggs,11,Team_Proprietary,1,58.93,59.44,0,140,
1.0,B10,Henry,14,Team_Proprietary,1,36.3,26.77,0,137,
1.0,B11,Rooney,10,Team_Proprietary,1,33.0,39.61,0,126,
1.0,ball,Ball,,BALL,1,60.91,41.65,0,,
1.5,A1,Buffon,1,Team_OpenSource,1,6.2,32.82,0,137,
1.5,A2,Cafu,2,Team_OpenSource,1,24.3,8.0,0,125,
1.5,A3,Maldini,3,Team_OpenSource,1,18.04,24.02,0,120,
1.5,A4,Nesta,4,Team_OpenSource,1,18.59,43.94,0,126,
1.5,A5,Carlos,5,Team_OpenSource,1,25.43,59.99,0,139,
1.5,A6,Xavi,6,Team_OpenSource,1,46.88,35.22,0,131,
1.5,A7,Iniesta,8,Team_OpenSource,1,44.85,48.05,0,136,
1.5,A8,Pirlo,21,Team_OpenSource,1,44.03,16.04,0,131,
1.5,A9,Messi,10,Team_OpenSource,1,68.25,15.41,0,131,
1.5,A10,Ronaldo,9,Team_OpenSource,1,73.24,32.57,0,122,
1.5,A11,Ronaldinho,11,Team_OpenSource,1,69.87,54.87,0,128,
1.5,B1,Casillas,1,Team_Proprietary,1,101.2,32.82,0,135,
1.5,B2,Zanetti,2,Team_Proprietary,1,79.3,8.0,0,122,
1.5,B3,Ferdinand,5,Team_Proprietary,1,85.43,26.99,0,129,
1.5,B4,Vidic,15,Team_Proprietary,1,83.58,41.24,0,130,
1.5,B5,Cole,3,Team_Proprietary,1,78.04,57.02,0,138,
1.5,B6,Gerrard,8,Team_Proprietary,1,59.85,23.05,0,125,
1.5,B7,Lampard,4,Team_Proprietary,1,58.59,43.94,0,121,
1.5,B8,Beckham,7,Team_Proprietary,1,61.6,9.32,0,122,
1.5,B9,Giggs,11,Team_Proprietary,1,59.87,59.87,0,135,
1.5,B10,Henry,14,Team_Proprietary,1,35.41,26.25,0,121,
1.5,B11,Rooney,10,Team_Proprietary,1,33.25,40.41,0,126,
1.5,ball,Ball,,BALL,1,62.47,38.98,0,,
2.0,A1,Buffon,1,Team_OpenSource,1,5.28,32.29,0,128,
2.0,A2,Cafu,2,Team_OpenSource,1,23.49,8.21,0,121,
2.0,A3,Maldini,3,Team_OpenSource,1,18.08,24.78,0,128,
2.0,A4,Nesta,4,Team_OpenSource,1,19.44,44.55,0,121,
2.0,A5,Carlos,5,Team_OpenSource,1,26.31,59.9,0,139,
2.0,A6,Xavi,6,Team_OpenSource,1,46.98,34.5,0,130,
2.0,A7,Iniesta,8,Team_OpenSource,1,43.91,48.03,0,121,
2.0,A8,Pirlo,21,Team_OpenSource,1,43.31,16.36,0,131,
2.0,A9,Messi,10,Team_OpenSource,1,68.93,16.14,0,124,
2.0,A10,Ronaldo,9,Team_OpenSource,1,73.0,33.23,0,126,
2.0,A11,Ronaldinho,11,Team_OpenSource,1,70.84,55.0,0,131,
2.0,B1,Casillas,1,Team_Proprietary,1,100.28,32.29,0,138,
2.0,B2,Zanetti,2,Team_Proprietary,1,78.49,8.21,0,129,
2.0,B3,Ferdinand,5,Team_Proprietary,1,86.31,26.9,0,129,
2.0,B4,Vidic,15,Team_Proprietary,1,83.08,41.74,0,129,
2.0,B5,Cole,3,Team_Proprietary,1,78.08,57.78,0,140,
2.0,B6,Gerrard,8,Team_Proprietary,1,58.91,23.03,0,130,
2.0,B7,Lampard,4,Team_Proprietary,1,59.44,44.55,0,140,
2.0,B8,Beckham,7,Team_Proprietary,1,60.82,8.64,0,136,
2.0,B9,Giggs,11,Team_Proprietary,1,60.84,60.0,0,133,
2.0,B10,Henry,14,Team_Proprietary,1,34.42,26.01,0,127,
2.0,B11,Rooney,10,Team_Proprietary,1,33.93,41.14,0,128,
2.0,ball,Ball,,BALL,1,61.59,35.7,0,,
2.5,A1,Buffon,1,Team_OpenSource,1,4.3,32.02,0,135,
2.5,A2,Cafu,2,Team_OpenSource,1,23.04,8.69,0,135,
2.5,A3,Maldini,3,Team_OpenSource,1,18.59,25.57,0,133,
2.5,A4,Nesta,4,Team_OpenSource,1,20.43,44.92,0,132,
2.5,A5,Carlos,5,Team_OpenSource,1,26.88,59.51,0,132,
2.5,A6,Xavi,6,Team_OpenSource,1,46.6,33.71,0,140,
2.5,A7,Iniesta,8,Team_OpenSource,1,43.24,48.32,0,125,
2.5,A8,Pirlo,21,Team_OpenSource,1,43.0,16.93,0,129,
2.5,A9,Messi,10,Team_OpenSource,1,69.87,16.69,0,138,
2.5,A10,Ronaldo,9,Team_OpenSource,1,73.25,34.01,0,136,
2.5,A11,Ronaldinho,11,Team_OpenSource,1,71.61,54.81,0,132,
2.5,B1,Casillas,1,Team_Proprietary,1,99.3,32.02,0,136,
2.5,B2,Zanetti,2,Team_Proprietary,1,78.04,8.69,0,121,
2.5,B3,Ferdinand,5,Team_Proprietary,1,86.88,26.51,0,124,
2.5,B4,Vidic,15,Team_Proprietary,1,83.05,42.45,0,137,
2.5,B5,Cole,3,Team_Proprietary,1,78.59,58.57,0,125,
2.5,B6,Gerrard,8,Team_Proprietary,1,58.24,23.32,0,126,
2.5,B7,Lampard,4,Team_Proprietary,1,60.43,44.92,0,134,
2.5,B8,Beckham,7,Team_Proprietary,1,59.85,8.18,0,130,
2.5,B9,Giggs,11,Team_Proprietary,1,61.61,59.81,0,138,
2.5,B10,Henry,14,Team_Proprietary,1,33.58,26.08,0,131,
2.5,B11,Rooney,10,Team_Proprietary,1,34.87,41.69,0,123,
2.5,ball,Ball,,BALL,1,58.48,32.22,0,,
3.0,A1,Buffon,1,Team_OpenSource,1,3.49,32.07,0,121,
3.0,A2,Cafu,2,Team_OpenSource,1,23.08,9.39,0,125,
3.0,A3,Maldini,3,Team_OpenSource,1,19.44,26.27,0,124,
3.0,A4,Nesta,4,Team_OpenSource,1,21.31,44.99,0,130,
3.0,A5,Carlos,5,Team_OpenSource,1,26.98,58.88,0,130,
3.0,A6,Xavi,6,Team_OpenSource,1,45.82,32.96,0,138,
3.0,A7,Iniesta,8,Team_OpenSource,1,43.0,48.88,0,138,
3.0,A8,Pirlo,21,Team_OpenSource,1,43.19,17.68,0,125,
3.0,A9,Messi,10,Team_OpenSource,1,70.84,16.97,0,120,
3.0,A10,Ronaldo,9,Team_OpenSource,1,73.93,34.79,0,121,
3.0,A11,Ronaldinho,11,Team_OpenSource,1,71.98,54.34,0,134,
3.0,B1,Casillas,1,Team_Proprietary,1,98.49,32.07,0,124,
3.0,B2,Zanetti,2,Team_Proprietary,1,78.08,9.39,0,129,
3.0,B3,Ferdinand,5,Team_Proprietary,1,86.98,25.88,0,133,
3.0,B4,Vidic,15,Team_Proprietary,1,83.5,43.24,0,123,
3.0,B5,Cole,3,Team_Proprietary,1,79.44,59.27,0,137,
3.0,B6,Gerrard,8,Team_Proprietary,1,58.0,23.88,0,131,
3.0,B7,Lampard,4,Team_Proprietary,1,61.31,44.99,0,129,
3.0,B8,Beckham,7,Team_Proprietary,1,58.91,8.0,0,129,
3.0,B9,Giggs,11,Team_Proprietary,1,61.98,59.34,0,121,
3.0,B10,Henry,14,Team_Proprietary,1,33.08,26.46,0,128,
3.0,B11,Rooney,10,Team_Proprietary,1,35.84,41.97,0,136,
3.0,ball,Ball,,BALL,1,53.91,28.95,0,,
3.5,A1,Buffon,1,Team_OpenSource,1,3.04,32.42,0,121,
3.5,A2,Cafu,2,Team_OpenSource,1,23.59,10.17,0,123,
3.5,A3,Maldini,3,Team_OpenSource,1,20.43,26.77,0,126,
3.5,A4,Nesta,4,Team_OpenSource,1,21.88,44.74,0,127,
3.5,A5,Carlos,5,Team_OpenSource,1,26.6,58.11,0,139,
3.5,A6,Xavi,6,Team_OpenSource,1,44.85,32.38,0,137,
3.5,A7,Iniesta,8,Team_OpenSource,1,43.25,49.61,0,128,
3.5,A8,Pirlo,21,Team_OpenSource,1,43.82,18.47,0,121,
3.5,A9,Messi,10,Team_OpenSource,1,71.61,16.95,0,138,
3.5,A10,Ronaldo,9,Team_OpenSource,1,74.87,35.44,0,125,
3.5,A11,Ronaldinho,11,Team_OpenSource,1,71.87,53.66,0,140,
3.5,B1,Casillas,1,Team_Proprietary,1,98.04,32.42,0,131,
3.5,B2,Zanetti,2,Team_Proprietary,1,78.59,10.17,0,133,
3.5,B3,Ferdinand,5,Team_Proprietary,1,86.6,25.11,0,122,
3.5,B4,Vidic,15,Team_Proprietary,1,84.32,44.0,0,121,
3.5,B5,Cole,3,Team_Proprietary,1,80.43,59.77,0,128,
3.5,B6,Gerrard,8,Team_Proprietary,1,58.25,24.61,0,129,
3.5,B7,Lampard,4,Team_Proprietary,1,61.88,44.74,0,127,
3.5,B8,Beckham,7,Team_Proprietary,1,58.24,8.14,0,125,
3.5,B9,Giggs,11,Team_Proprietary,1,61.87,58.66,0,137,
3.5,B10,Henry,14,Team_Proprietary,1,33.05,27.08,0,133,
3.5,B11,Rooney,10,Team_Proprietary,1,36.61,41.95,0,135,
3.5,ball,Ball,,BALL,1,48.99,26.3,0,,
4.0,A1,Buffon,1,Team_OpenSource,1,3.08,33.02,0,120,
